reference_number,watch_url,type,brand,year_introduced,parent_model,specific_model,nickname,marketing_name,style,currency,price,image_url,made_in,case_shape,case_material,case_finish,caseback,diameter,between_lugs,lug_to_lug,case_thickness,bezel_material,bezel_color,crystal,water_resistance,weight,dial_color,numerals,bracelet_material,bracelet_color,clasp_type,movement,caliber,power_reserve,frequency,jewels,features,description,short_description,hash_watch_url
730.032F,https://www.alange-soehne.com/us-en/timepieces/1815/1815-tourbillon/1815-tourbillon-in-18-carat-pink-gold-730-032,"Men's Watches, Women's Watches, Unisex Watches",A. Lange & Söhne,,1815,1815 Tourbillon,in 18-carat pink gold,,Dress,USD,,https://img.alange-soehne.com/product-slideshow-product-2/79b407c83386e0ae9cbd9e142b949d76a5a0f296.jpg,Germany,Round,['Rose Gold'],,Transparent,39.5 mm,20 mm,,11.1 mm,,,Sapphire,3 ATM,,"Silver, White",Arabic numerals,"['Leather', 'Alligator']",['Brown'],['Folding Clasp'],Manual winding,L102.1,72 hours,21600 A/h,20.0,"['Tourbillon', 'zero reset']","For the first time, in the 1815 tourbillon, a. Lange & sohne combined the patented stop-seconds mechanism for the tourbillon with the zero-reset time-setting mechanism. The model version in pink gold features an argente-coloured dial crafted from solid silver.",,39cc6c9d3a7b6cefe17831bd27e1447c
424.037F,https://www.alange-soehne.com/us-en/timepieces/saxonia/triple-split/triple-split-in-18-carat-pink-gold-424-037,,A. Lange & Söhne,,Saxonia,Triple Split,in 18-carat pink gold,,,USD,,https://img.alange-soehne.com/product-slideshow-product-2/5daff015529606eb99cbf219da1bd47db8adec7f.jpg,Germany,,['Rose Gold'],,Transparent,43.2 mm,22 mm,,15.6 mm,,,Sapphire,3 ATM,,Blue,,"['Leather', 'Alligator']",,,Manual winding,L132.1,55 hours,,,"['Chronograph', 'power-reserve indicator']","The triple split introduces a new dimension in measuring time. It is the worlds first mechanical split-seconds chronograph that allows multi-hour comparative time measurements. The pink-gold model has a blue dial made of solid silver. Limited to 100 pieces, this model is available exclusively in lange boutiques.",,dbe053994f0c2799f1f57ccd6e80ca81
238.032 E,https://www.alange-soehne.com/us-en/timepieces/1815/1815-annual-calendar/1815-annual-calendar-in-18-carat-pink-gold-238-032,,A. Lange & Söhne,,1815,1815 Annual Calendar,in 18-carat pink gold,,Dress,USD,53100.0,https://img.alange-soehne.com/product-slideshow-product-2/b381d425aa693f6d5cdd5441fa638ee1498aeca6.jpg,Germany,Round,['Rose Gold'],,Transparent,40 mm,20 mm,,10.1 mm,,,Sapphire,3 ATM,,"Silver, White",Arabic numerals,"['Leather', 'Alligator']",,,Manual winding,L051.3,72 hours,,,"['Calendar function', 'moon-phase display', 'day-of-week display']","With analogue displays for the date, day of week and month as well as a moon-phase display calculated to remain accurate for 122.6 years, the 1815 annual calendar is an ideal everyday companion. The model version in pink gold features an argente-coloured dial crafted from solid silver.",,aa5396b5d952613399071949aba5d5ec
142.031,https://www.alange-soehne.com/us-en/timepieces/zeitwerk/zeitwerk/zeitwerk-in-18-carat-pink-gold-142-031,,A. Lange & Söhne,2022.0,Zeitwerk,Zeitwerk,in 18-carat pink gold,,"Digital, Dress",USD,,https://img.alange-soehne.com/product-slideshow-product-2/002af01d78e2b46e88b1ced55889f5a0fc9c3859.jpg,Germany,Round,['Rose Gold'],,Transparent,41.9 mm,20 mm,,12.2 mm,,,Sapphire,3 ATM,,Black,Arabic numerals,"['Leather', 'Alligator']",['Black'],,Manual winding,L043.6,72 hours,,,"['Power-reserve indicator', 'constant-force escapement']",The new generation zeitwerk features subtle design changes and a refined manufacture calibre that enables a double power reserve of 72 hours. The model version in pink gold features a black dial crafted from solid silver.,,1211fac3d39a5c666d0c1c084b26e873
421.032FE,https://www.alange-soehne.com/us-en/timepieces/1815/1815-rattrapante-perpetual-calendar/1815-rattrapante-perpetual-calendar-in-18-carat-pink-gold-421-032,"Men's Watches, Women's Watches, Unisex Watches",A. Lange & Söhne,,1815,1815 Rattrapante Perpetual Calendar,in 18-carat pink gold,,Dress,USD,160306.0,https://img.alange-soehne.com/product-slideshow-product-2/f8272eb0953e01efb0b286da32585b11b2163bc1.jpg,Germany,Round,['Rose Gold'],,Transparent,41.9 mm,20 mm,,14.7 mm,Rose Gold,['Rose Gold'],Sapphire,3 ATM,,"Silver, White",Arabic numerals,"['Leather', 'Alligator']",['Brown'],['Folding Clasp'],Manual winding,L101.1,42 hours,,43.0,"['Calendar function', 'moon-phase display', 'chronograph', 'day-of-week display', 'power-reserve indicator']",The 1815 rattrapante perpetual calendar unites two refined classic complications in a wristwatch: a chronograph-rattrapante and a perpetual calendar with a moon-phase display. The model version in pink gold features an argente-coloured dial crafted from solid silver.,,029c6c6b5ccad5415fe132f3f3cba716
425.05,https://www.alange-soehne.com/us-en/timepieces/1815/1815-rattrapante-honeygold-homage-to-f-a-lange/1815-rattrapante-honeygold-homage-to-f-a-lange-in-18-carat-honey-gold-425-050,,A. Lange & Söhne,,1815,1815 Rattrapante Honeygold Homage To F. A. Lange,in 18-carat HONEYGOLD,Homage to F. A. Lange,Dress,USD,,https://img.alange-soehne.com/product-slideshow-product-2/7734a06c0f2ed5daaa700f4c757101454b1bc23d.jpg,Germany,Round,['Gold'],,Transparent,41.2 mm,20 mm,,12.6 mm,,,Sapphire,3 ATM,,Black,Arabic numerals,"['Leather', 'Alligator']",['Brown'],,Manual winding,L101.2,58 hours,,,['Chronograph'],"The 1815 rattrapante is a. Lange & sohnes first pure split-seconds chronograph. It is based on classic design and construction concepts. The model version in honeygold features a black dial crafted from solid silver. Limited to 100 pieces, this model of the ""homage to f. A. Lange"" edition is available exclusively in lange boutiques.",,a5916c1626320f2ecfb399aa185ef797
201.033,https://www.alange-soehne.com/us-en/timepieces/saxonia/saxonia-thin/saxonia-thin-in-18-carat-pink-gold-201-033,"Men's Watches, Women's Watches, Unisex Watches",A. Lange & Söhne,,Saxonia,Saxonia Thin,in 18-carat pink gold,,Dress,USD,23500.0,https://img.alange-soehne.com/product-slideshow-product-2/75a1af1a01eefa19f5f08e6cecf7ec4847404957.jpg,Germany,Round,['Rose Gold'],,Transparent,37 mm,19 mm,,5.9 mm,Rose Gold,['Rose Gold'],Sapphire,3 ATM,,"Silver, White",,"['Leather', 'Alligator']",['Brown'],['Buckle'],Manual winding,L093.1,72 hours,,,[],The saxonia thin is the manufactorys flattest watch so far. It focuses on the essential functions of a mechanical timepiece: the display of hours and minutes. The model version in pink gold features an argente-coloured dial crafted from solid silver.,,b406f3727c1d9c839c8fb5cf3eed3b06
345.056 E,https://www.alange-soehne.com/us-en/timepieces/lange-1/lange-1-perpetual-calendar/lange-1-perpetual-calendar-in-18-carat-white-gold-345-056,,A. Lange & Söhne,,Lange 1,Lange 1 Perpetual Calendar,in 18-carat white gold,,Dress,USD,,https://img.alange-soehne.com/product-slideshow-product-2/e530093ab2053299300f40794cfdb50a5119e5aa.jpg,Germany,Round,['White Gold'],,Transparent,41.9 mm,22 mm,,12.1 mm,,,Sapphire,3 ATM,,Rose Gold,,"['Leather', 'Alligator']",['Brown'],,Automatic,L021.3,50 hours,,,"['Outsize date', 'calendar function', 'moon-phase display', 'day/night indicator', 'day-of-week display']","With its precisely jumping calendar displays and the peripheral month ring, the lange 1 perpetual calendar delivers unique mechanical and conceptual solutions. The white-gold model has a dial made of pink gold. Limited to 150 pieces, this model is available exclusively in lange boutiques.",,97f484b2467057f4e6530c6ba2fc732a
380.027,https://www.alange-soehne.com/us-en/timepieces/saxonia/saxonia-automatic/saxonia-automatic-in-950-platinum-380-027,"Men's Watches, Women's Watches, Unisex Watches",A. Lange & Söhne,,Saxonia,Saxonia Automatic,in 18-carat white gold,,Dress,USD,20137.5,https://img.alange-soehne.com/product-slideshow-product-2/dfadd7c726c63e33c80499d4964e8b03ce652757.jpg,Germany,Round,['White Gold'],,Transparent,38.5 mm,20 mm,,7.8 mm,,,Sapphire,3 ATM,,"Silver, White",,"['Leather', 'Alligator']",['Black'],['Buckle'],Automatic,L086.1,72 hours,,,['Small seconds'],"With its case height of only 7.8 millimetres, the saxonia automatic is the thinnest self-winding watch ever crafted by a. Lange & sohne. The model version in white gold features an argente-coloured dial crafted from solid silver.",,24702b5a64f60abca26069e0e79130d2
234.032,https://www.alange-soehne.com/us-en/timepieces/1815/1815-updown/1815-updown-in-18-carat-pink-gold-234-032,"Men's Watches, Women's Watches, Unisex Watches",A. Lange & Söhne,,1815,1815 Up/Down,in 18-carat pink gold,,Dress,USD,34500.0,https://img.alange-soehne.com/product-slideshow-product-2/094b2151cb2d8dc3157adb4a70f412f237048851.jpg,Germany,Round,['Rose Gold'],,Transparent,39 mm,20 mm,,8.7 mm,Rose Gold,['Rose Gold'],Sapphire,3 ATM,,"Silver, White",Arabic numerals,"['Leather', 'Alligator']",['Brown'],['Buckle'],Manual winding,L051.2,72 hours,21600 A/h,29.0,['Power-reserve indicator'],"Its upscale and refined appearance puts the focus of this watch on the power-reserve indicator. At lange, its up/down display has a proud tradition. The model version in pink gold features an argente-coloured dial crafted from solid silver.",,72b061414102f95f2bf09995b7a6e6fb
384.029,https://www.alange-soehne.com/us-en/timepieces/saxonia/saxonia-moon-phase/saxonia-moon-phase-in-18-carat-white-gold-384-029,"Men's Watches, Women's Watches, Unisex Watches",A. Lange & Söhne,,Saxonia,Saxonia Moon Phase,in 18-carat white gold,,Dress,USD,33875.0,https://img.alange-soehne.com/product-slideshow-product-2/e5baf3c23249f1b4808474a34ef1680eb217719e.jpg,Germany,Round,['White Gold'],,Transparent,40 mm,20 mm,,9.8 mm,White Gold,['Silver'],Sapphire,3 ATM,,Black,No numerals,"['Leather', 'Alligator']",['Black'],['Buckle'],Automatic,L086.5,72 hours,21600 A/h,40.0,"['Outsize date', 'moon-phase display']","Featuring the lange outsize date and a precise moon-phase display, the saxonia moon phase combines two classic complications. The model version in white gold features a black dial crafted from solid silver.",,27bf925874581510eba4354fe19c72d3
139.021,https://www.alange-soehne.com/us-en/timepieces/lange-1/grand-lange-1-moon-phase/grand-lange-1-moon-phase-in-18-carat-yellow-gold-139-021,,A. Lange & Söhne,2014.0,Lange 1,Grand Lange 1 Moon Phase,in 18-carat yellow gold,,Dress,USD,47921.0,https://img.alange-soehne.com/product-slideshow-product-2/e494dd44def51b11385860e050c7760a387924de.jpg,Germany,Round,['Gold'],,Transparent,41 mm,20 mm,,9.5 mm,,,Sapphire,3 ATM,,"Silver, White, Silver, Yellow",Roman numerals,"['Leather', 'Alligator']",['Brown'],,Manual winding,L095.3,72 hours,,,"['Outsize date', 'moon-phase display', 'power-reserve indicator']",This watch is fully focused on its eponymous complication. The position of the moon-phase display in the hour and minute circle allows the large-format depiction of the moon and the starry sky. The model version in yellow gold features an ivory argente-coloured dial crafted from solid silver.,,09cd3c1174862f14ce79391add050294
310.037 E,https://www.alange-soehne.com/us-en/timepieces/saxonia/langematik-perpetual/langematik-perpetual-in-18-carat-pink-gold-310-037,,A. Lange & Söhne,,Saxonia,Langematik Perpetual,in 18-carat pink gold,,,USD,,https://img.alange-soehne.com/product-slideshow-product-2/4509932860a9f337c87b04eb1891c54340b21716.jpg,Germany,,['Rose Gold'],,Transparent,38.5 mm,20 mm,,10.2 mm,,,Sapphire,3 ATM,,Blue,,"['Leather', 'Alligator']",['Blue'],,Automatic,L922.1,46 hours,,,"['Outsize date', 'calendar function', 'moon-phase display', 'day/night indicator', 'zero reset', 'day-of-week display']","When the langematik perpetual was launched in 2001, it was the first mechanical wristwatch that combined a perpetual calendar with a lange outsize date. The pink-gold model has a blue dial made of solid silver. Limited to 50 pieces, this model is available exclusively in lange boutiques.",,f22657fffa60c37d47cc6073ba6969d3
147.025F,https://www.alange-soehne.com/us-en/timepieces/zeitwerk/zeitwerk-minute-repeater/zeitwerk-minute-repeater-in-950-platinum-147-025,"Men's Watches, Women's Watches, Unisex Watches",A. Lange & Söhne,,Zeitwerk,Zeitwerk Minute Repeater,in 950 platinum,,"Digital, Dress",USD,289950.0,https://img.alange-soehne.com/product-slideshow-product-2/e6ecd3bbf86b2b46c2808a2e17db3f1227195b15.jpg,Germany,Round,['Platinum'],,Transparent,44.2 mm,21 mm,,14.1 mm,,,Sapphire,3 ATM,,Silver,Arabic numerals,"['Leather', 'Alligator']",['Black'],['Buckle'],Manual winding,L043.5,36 hours,,,"['Chiming mechanism', 'Constant-force escapement', 'power-reserve indicator', 'constant-force escapement']",The zeitwerk minute repeater is the first mechanical wristwatch with a jumping numerals display and a decimal minute repeater. The model version in platinum features a rhodie-coloured dial crafted from solid silver.,,467af81b4f67c7c9da7467120318a281
410.038 E,https://www.alange-soehne.com/us-en/timepieces/saxonia/datograph-perpetual/datograph-perpetual-in-18-carat-white-gold-410-038,,A. Lange & Söhne,,Saxonia,Saxonia Datograph Perpetual,in 18-carat white gold,,Dress,USD,,https://img.alange-soehne.com/product-slideshow-product-2/954595886a033554da1bc399c0c50fffe73f7ecd.jpg,Germany,Round,['White Gold'],,Transparent,41 mm,20 mm,,13.5 mm,,,Sapphire,3 ATM,,Gray,,"['Leather', 'Alligator']",['Black'],,Manual winding,L952.1,36 hours,,,"['Outsize date', 'calendar function', 'moon-phase display', 'chronograph', 'day/night indicator', 'day-of-week display']",The datograph perpetual is the first wristwatch for which lange combined a chronograph with a perpetual calendar. The model version in white gold features a grey dial crafted from solid silver.,,638348a23ae8dfa9bd30957f8c5a5324
238.026 E,https://www.alange-soehne.com/us-en/timepieces/1815/1815-annual-calendar/1815-annual-calendar-in-18-carat-white-gold-238-026,"Men's Watches, Women's Watches, Unisex Watches",A. Lange & Söhne,,1815,1815 Annual Calendar,in 18-carat white gold,,Dress,USD,53100.0,https://img.alange-soehne.com/product-slideshow-product-2/6dcaf4faacb9d59cb2dee8ef8643f08e3c68357f.jpg,Germany,Round,['White Gold'],,Transparent,40 mm,20 mm,,10.1 mm,White Gold,['Silver'],Sapphire,3 ATM,,"Silver, White",Arabic numerals,"['Leather', 'Alligator']",['Black'],['Buckle'],Manual winding,L051.3,72 hours,,26.0,"['Calendar function', 'moon-phase display', 'day-of-week display']","With analogue displays for the date, day of week and month as well as a moon-phase display calculated to remain accurate for 122.6 years, the 1815 annual calendar is an ideal everyday companion. The model version in white gold features an argente-coloured dial crafted from solid silver.",,e634c4b0047125a9db99c02e68ece7ec
201.027,https://www.alange-soehne.com/us-en/timepieces/saxonia/saxonia-thin/saxonia-thin-in-18-carat-white-gold-201-027,"Men's Watches, Women's Watches, Unisex Watches",A. Lange & Söhne,2016.0,Saxonia,Saxonia Thin,in 18-carat white gold,,Dress,USD,23500.0,https://img.alange-soehne.com/product-slideshow-product-2/4c85365569b7f1a9e913dea6cb4be6e389509374.jpg,Germany,Round,['White Gold'],,Transparent,37 mm,19 mm,,5.9 mm,White Gold,['Silver'],Sapphire,3 ATM,,"Silver, White",No numerals,"['Leather', 'Alligator']",['Black'],['Buckle'],Manual winding,L093.1,72 hours,,,[],The saxonia thin is the manufactorys flattest watch so far. It focuses on the essential functions of a mechanical timepiece: the display of hours and minutes. The model version in white gold features an argente-coloured dial crafted from solid silver.,,e126b290e9d9d88371fea05b676bb773
130.039F,https://www.alange-soehne.com/us-en/timepieces/saxonia/lange-31/lange-31-in-18-carat-white-gold-130-039,"Men's Watches, Women's Watches, Unisex Watches",A. Lange & Söhne,,Saxonia,Lange 31,in 18-carat white gold,,,USD,110000.0,https://img.alange-soehne.com/product-slideshow-product-2/d9f4a701f528214cb2eafe9a73b1f38c31961788.jpg,Germany,,['White Gold'],,Transparent,45.9 mm,22 mm,,15.9 mm,,,Sapphire,3 ATM,,Gray,,"['Leather', 'Alligator']",['Brown'],,Manual winding,L034.1,744 hours,,,"['Outsize date', 'Constant-force escapement', 'power-reserve indicator', 'constant-force escapement']","The lange 31 is the worlds first mechanical wristwatch with a power reserve of 31 days and a patented constant-force escapement. The white-gold model has a grey dial made of solid silver. Limited to 100 pieces, this model is available exclusively in lange boutiques.",,d5a06634c6aef6902769b086a45c6856
363.117,https://www.alange-soehne.com/us-en/timepieces/odysseus/odysseus/odysseus-in-titanium-363-117,,A. Lange & Söhne,2022.0,Odysseus,Odysseus,in titanium,,Sport,USD,,https://img.alange-soehne.com/product-slideshow-product-2/e9969bf2700dfee81cc69203fc5bbf3517f2e9a6.jpg,Germany,Round,['Titanium'],,Transparent,40.5 mm,36 mm,,11.1 mm,,,Sapphire,12 ATM,,Blue,No numerals,['Titanium'],['Gray'],,Automatic,L155.1,50 hours,,,"['Outsize date', 'day-of-week display']","The odysseus is designed for ambitious individuals who want a watch that accompanies them in lifes most memorable moments. The model version in titanium features an ice-blue dial made of brass. Limited to 250 pieces, this model is available exclusively in lange boutiques.",,215fbf6b33f3a371085557b90ef0304b
142.025,https://www.alange-soehne.com/us-en/timepieces/zeitwerk/zeitwerk/zeitwerk-in-950-platinum-142-025,"Men's Watches, Women's Watches, Unisex Watches",A. Lange & Söhne,2022.0,Zeitwerk,Zeitwerk,in 950 platinum,,"Digital, Dress",USD,164977.0,https://img.alange-soehne.com/product-slideshow-product-2/26b2ef00653e8b00230a64da2438ec5cce583aee.jpg,Germany,Round,['Platinum'],,Transparent,41.9 mm,20 mm,,12.2 mm,Platinum,['Silver'],Sapphire,3 ATM,,Silver,Arabic numerals,"['Leather', 'Alligator']",['Brown'],,Manual winding,L043.6,72 hours,,,"['Constant-force escapement', 'power-reserve indicator', 'constant-force escapement']",The new generation zeitwerk features subtle design changes and a refined manufacture calibre that enables a double power reserve of 72 hours. The model version in platinum features a rhodie-coloured dial crafted from solid silver.,,fd6b0d40a8346eae84571489b2971955
252.029,https://www.alange-soehne.com/us-en/timepieces/richard-lange/richard-lange-jumping-seconds/richard-lange-jumping-seconds-in-18-carat-white-gold-252-029,"Men's Watches, Women's Watches, Unisex Watches",A. Lange & Söhne,2016.0,Richard Lange,Richard Lange Jumping Seconds,in 18-carat white gold,,Dress,USD,62950.0,https://img.alange-soehne.com/product-slideshow-product-2/03aa12137e6efabf210e0f835acc533bb89e5933.jpg,Germany,Round,['White Gold'],,Transparent,40 mm,20 mm,,10.6 mm,White Gold,['Silver'],Sapphire,3 ATM,,Black,Roman numerals,"['Leather', 'Alligator']",['Black'],['Buckle'],Manual winding,L094.1,42 hours,,,"['Constant-force escapement', 'zero reset', 'power-reserve indicator', 'constant-force escapement']","With the large seconds circle arranged in the top section, the emphasis in the richard lange jumping seconds is on the smallest of the three units of time. The model version in white gold features a black dial crafted from solid silver.",,45bb067fb0360546a010d2067a489263
147.028F,https://www.alange-soehne.com/us-en/timepieces/zeitwerk/zeitwerk-minute-repeater/zeitwerk-minute-repeater-in-18-carat-white-gold-147-028,,A. Lange & Söhne,,Zeitwerk,Zeitwerk Minute Repeater,in 18-carat white gold,,"Digital, Dress",USD,,https://img.alange-soehne.com/product-slideshow-product-2/12534da7f339bad75eda3be2f76aad905e702f9d.jpg,Germany,Round,['White Gold'],,Transparent,44.2 mm,21 mm,,14.1 mm,,,Sapphire,3 ATM,,Blue,,"['Leather', 'Alligator']",['Blue'],,Manual winding,L043.5,36 hours,,,"['Chiming mechanism', 'Constant-force escapement', 'power-reserve indicator', 'constant-force escapement']","The zeitwerk minute repeater is the first mechanical wristwatch with a jumping numerals display and a decimal minute repeater. The model version in white gold features a deep-blue dial crafted from solid silver. Limited to 30 pieces, this model is available exclusively in lange boutiques.",,6586d308ea233795a4f97fb418c7c739
310.050 E,https://www.alange-soehne.com/us-en/timepieces/saxonia/langematik-perpetual/langematik-perpetual-in-18-carat-honey-gold-310-050,,A. Lange & Söhne,,Saxonia,Langematik Perpetual Honeygold,in 18-carat HONEYGOLD,,,USD,,https://img.alange-soehne.com/product-slideshow-product-2/a468530c1eebc307be47e27a050495c15e8309ad.jpg,Germany,,['Gold'],,Transparent,38.5 mm,20 mm,,10.2 mm,,,Sapphire,3 ATM,,"Silver, White",,"['Leather', 'Alligator']",['Brown'],,Automatic,L922.1,46 hours,,,"['Outsize date', 'calendar function', 'moon-phase display', 'day/night indicator', 'zero reset', 'day-of-week display']","When the langematik perpetual was launched in 2001, it was the first mechanical wristwatch that combined a perpetual calendar with a lange outsize date. The model version in honeygold features an argente-coloured dial crafted from solid silver. Limited to 100 pieces, this model is available exclusively in lange boutiques.",,6c87715f87c1cb33a7da44b05de1cef5
405.035,https://www.alange-soehne.com/us-en/timepieces/saxonia/datograph-updown/datograph-updown-in-950-platinum-405-035,"Men's Watches, Women's Watches, Unisex Watches",A. Lange & Söhne,,Saxonia,Saxonia Datograph Up/Down,in 950 platinum,,Dress,USD,97361.0,https://img.alange-soehne.com/product-slideshow-product-2/8d7c7f1c97dfa7a7df383eb8bf34174df935e93c.jpg,Germany,Round,['Platinum'],,Transparent,41 mm,20 mm,,13.1 mm,Platinum,['Silver'],Sapphire,3 ATM,,"Black, Silver, White, Black, Silver",No numerals,"['Leather', 'Alligator']","['Blue', 'Gray']",['Buckle'],Manual winding,L951.6,60 hours,21600 A/h,46.0,"['Outsize date', 'chronograph', 'power-reserve indicator']",The datograph up/down stands out with its prominent dial layout and its exceptional manufacture movement. The model version in platinum features a black dial crafted from solid silver.,,550bf8160bb2a316ec5d1c8865dd78bf
137.038,https://www.alange-soehne.com/us-en/timepieces/lange-1/grand-lange-1/grand-lange-1-in-18-carat-white-gold-137-038,"Men's Watches, Women's Watches, Unisex Watches",A. Lange & Söhne,2022.0,Lange 1,Grand Lange 1,in 18-carat white gold,,Dress,USD,53100.0,https://img.alange-soehne.com/product-slideshow-product-2/d606bc90ca30750b49fbadab58060e8f0f3a9027.jpg,Germany,Round,['White Gold'],,Transparent,41 mm,20 mm,,8.2 mm,White Gold,['Silver'],Sapphire,3 ATM,,Gray,Roman numerals,"['Leather', 'Alligator']",['Black'],['Buckle'],Manual winding,L095.1,72 hours,,42.0,"['Outsize date', 'power-reserve indicator']",The new grand lange 1 reflects a. Lange & sohnes ambition to achieve ever-new milestones in horology. The model version in white gold features a grey dial crafted from solid silver.,,7ed5c4d6a4cecf6ffc4346ac68ee0478
192.029,https://www.alange-soehne.com/us-en/timepieces/lange-1/lange-1-moon-phase/lange-1-moon-phase-in-18-carat-white-gold-192-029,"Men's Watches, Women's Watches, Unisex Watches",A. Lange & Söhne,,Lange 1,Lange 1 Moon Phase,in 18-carat white gold,,Dress,USD,48950.0,https://img.alange-soehne.com/product-slideshow-product-2/eb2d881f96faa6e6ab680a2405178ebf8cabcc0d.jpg,Germany,Round,['White Gold'],,Transparent,38.5 mm,20 mm,,10.2 mm,White Gold,['Silver'],Sapphire,3 ATM,,Black,Roman numerals,"['Leather', 'Alligator']",['Black'],['Buckle'],Manual winding,L121.3,72 hours,21600 A/h,43.0,"['Outsize date', 'moon-phase display', 'day/night indicator', 'power-reserve indicator']",This masterpiece features and exceptional moon-phase display: its innovative design combines the depiction of the moon with a day/night indicator. The model version in white gold features a black dial crafted from solid silver.,,bc2a833e47c75b6096a4215380801b68
414.032,https://www.alange-soehne.com/us-en/timepieces/1815/1815-chronograph/1815-chronograph-in-18-carat-pink-gold-414-032,"Men's Watches, Women's Watches, Unisex Watches",A. Lange & Söhne,,1815,1815 Chronograph,in 18-carat pink gold,,Chronograph,USD,49755.0,https://img.alange-soehne.com/product-slideshow-product-2/da6ccf89d4fe5089747e299d9d728b115f37204b.jpg,Germany,Round,['Rose Gold'],,Transparent,39.5 mm,20 mm,,11 mm,Rose Gold,['Rose Gold'],Sapphire,3 ATM,,"Silver, White",Arabic numerals,"['Leather', 'Alligator']",['Brown'],['Buckle'],Manual winding,L951.5,60 hours,,,['Chronograph'],The 1815 chronograph unites traditional elements with latest-generation chronograph technology. The model version in pink gold features an argente-coloured dial crafted from solid silver.,,5024f36087a2c7f01ffe03a4cf425022
414.026,https://www.alange-soehne.com/us-en/timepieces/1815/1815-chronograph/1815-chronograph-in-18-carat-white-gold-414-026,"Men's Watches, Women's Watches, Unisex Watches",A. Lange & Söhne,2015.0,1815,1815 Chronograph,in 18-carat white gold,,Chronograph,USD,72835.0,https://img.alange-soehne.com/product-slideshow-product-2/96946e73beea6e0f8edf7acf995248c598c5e4e1.jpg,Germany,Round,['White Gold'],,Transparent,39.5 mm,20 mm,,11 mm,White Gold,['Silver'],Sapphire,3 ATM,,"Silver, White",Arabic numerals,"['Leather', 'Alligator']",['Blue'],['Buckle'],Manual winding,L951.5,60 hours,18000 A/h,34.0,['Chronograph'],The 1815 chronograph unites traditional elements with latest-generation chronograph technology. The model version in white gold features an argente-coloured dial crafted from solid silver. This model is available exclusively in lange boutiques.,,53bb71eb50cf064706a46e9d1c4d998a
414.031,https://www.alange-soehne.com/us-en/timepieces/1815/1815-chronograph/1815-chronograph-in-18-carat-pink-gold-414-031,"Men's Watches, Women's Watches, Unisex Watches",A. Lange & Söhne,,1815,1815 Chronograph,in 18-carat pink gold,,Chronograph,USD,71852.0,https://img.alange-soehne.com/product-slideshow-product-2/ff8061c122d74e2a0d59561558da1ee288fadbad.jpg,Germany,Round,['Rose Gold'],,Transparent,39.5 mm,20 mm,,11 mm,Rose Gold,['Rose Gold'],Sapphire,3 ATM,,Black,Arabic numerals,"['Leather', 'Alligator']",['Black'],['Buckle'],Manual winding,L951.5,60 hours,,40.0,['Chronograph'],The 1815 chronograph unites traditional elements with latest-generation chronograph technology. The model version in pink gold features a black dial crafted from solid silver.,,3c086c17c776a627abab90b2ad91313c
